applicant_id,year,loan_limit,approv_in_adv,loan_type,loan_purpose,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,submission_of_application,region,application_status
87211,2019,cf,nopre,type1,p4,286500,3.99,0.5481,2300,360,to_inst,south,0
87212,2019,cf,nopre,type1,p4,616500,4,0.5325,2833.2,360,not_inst,North,0
87213,2019,cf,nopre,type1,p4,216500,4.18,-0.1579,0,360,not_inst,North,0
87214,2019,cf,nopre,type1,p3,136500,4.25,1.0256,3250.25,180,to_inst,North,0
87215,2019,cf,nopre,type1,p4,476500,3.375,-0.1698,2016.68,360,not_inst,south,0
87216,2019,ncf,nopre,type3,p4,1406500,3.25,-0.454,10763,360,not_inst,North,0
87217,2019,cf,nopre,type1,p3,366500,4.18,-0.1065,6199,360,to_inst,south,0
87218,2019,cf,nopre,type3,p3,136500,3.125,-0.1436,4069.47,360,to_inst,North,0
87219,2019,ncf,nopre,type2,p1,466500,,,,360,to_inst,south,1
87220,2019,cf,nopre,type1,p3,176500,4.625,1.0862,4225,360,to_inst,south,0
87221,2019,cf,nopre,type2,p3,326500,,,,300,to_inst,North,1
87222,2019,cf,nopre,type2,p1,286500,,,,360,to_inst,North,1
87223,2019,cf,nopre,type1,p1,156500,,,,360,to_inst,south,1
87224,2019,cf,nopre,type1,p4,466500,2.99,-0.1798,1962.5,180,to_inst,south,0
87225,2019,cf,nopre,type1,p3,56500,5.125,1.4679,1587.5,360,to_inst,North,0
87226,2019,cf,nopre,type2,p3,186500,,,,360,to_inst,central,1
87227,2019,cf,pre,type1,p1,256500,,,,360,not_inst,south,1
87228,2019,cf,nopre,type1,p4,326500,,,,360,to_inst,south,1
87229,2019,ncf,nopre,type1,p1,676500,4.25,0.6069,10282.2,360,not_inst,North,0
87230,2019,cf,nopre,type1,p1,126500,4.875,0.5749,0,360,to_inst,south,0
87231,2019,cf,nopre,type2,p3,136500,4.5,0.6494,2397.85,360,to_inst,North,0
87232,2019,ncf,nopre,type2,p3,566500,4.25,0.886,6101.62,360,not_inst,North,0
87233,2019,ncf,nopre,type2,p1,256500,,,,324,to_inst,south,1
87234,2019,cf,pre,type2,p1,486500,3.99,1.3403,10742.55,360,to_inst,North,0
87235,2019,cf,nopre,type1,p4,646500,3.99,0.2431,7729.51,360,to_inst,central,0
87236,2019,cf,nopre,type1,p4,616500,3.25,-0.4401,0,360,not_inst,North,0
87237,2019,cf,nopre,type1,p3,426500,4.625,0.147,0,360,not_inst,central,0
87238,2019,cf,nopre,type1,p4,356500,3.75,0.2484,7990.98,324,to_inst,North,0
87239,2019,ncf,pre,type3,p3,46500,,,,360,to_inst,central,1
87240,2019,cf,nopre,type3,p4,206500,,,,360,to_inst,south,1
87241,2019,cf,nopre,type1,p4,126500,3.99,0.6233,3816,288,to_inst,south,0
87242,2019,cf,nopre,type1,p4,346500,3.5,-0.0965,0,360,not_inst,North,0
87243,2019,ncf,nopre,type1,p3,306500,3.875,0.459,2000,96,to_inst,North,0
87244,2019,cf,nopre,type1,p1,356500,4.5,0.5368,6482.5,360,to_inst,North,0
87245,2019,cf,nopre,type3,p1,296500,4.375,0.4522,3206.72,360,to_inst,North,0
87246,2019,cf,nopre,type1,p4,306500,3.75,0.1979,3775,360,to_inst,south,0
87247,2019,cf,nopre,type2,p3,596500,3.875,0.9895,5910.14,360,to_inst,south,0
87248,2019,cf,nopre,type3,p4,566500,,,,360,not_inst,North,1
87249,2019,cf,nopre,type1,p3,166500,4.375,0.8543,4450,360,to_inst,south,0
87250,2019,cf,nopre,type1,p3,256500,4.625,0.499,2240,360,to_inst,North,0
87251,2019,cf,nopre,type1,p3,196500,,,,180,to_inst,south,1
87252,2019,cf,nopre,type1,p1,346500,,,,360,to_inst,North,1
87253,2019,cf,nopre,type1,p4,166500,,,,240,to_inst,south,1
87254,2019,cf,nopre,type1,p4,506500,4.5,0.433,2285.75,360,not_inst,south,0
87255,2019,cf,nopre,type1,p1,666500,4,0.3524,0,360,not_inst,North,0
87256,2019,cf,nopre,type3,p3,306500,4.5,0.4727,5679.25,360,to_inst,North,0
87257,2019,cf,nopre,type1,p4,446500,3.875,0.1412,0,360,not_inst,North,0
87258,2019,cf,nopre,type1,p4,496500,3.875,0.2983,17.96,360,not_inst,North,0
87259,2019,cf,nopre,type1,p1,256500,,,,360,to_inst,south,1
87260,2019,cf,nopre,type1,p4,146500,4.125,0.7973,4110,360,to_inst,south,0
87261,2019,ncf,pre,type1,p1,166500,4.375,1.0147,1664.95,360,to_inst,North,0
87262,2019,cf,nopre,type1,p4,206500,3.75,0.7018,2831,240,to_inst,North,0
87263,2019,cf,nopre,type3,p4,516500,3.25,-0.485,995,360,not_inst,south,0
87264,2019,cf,nopre,type1,p1,376500,3.625,-0.1418,37.26,360,not_inst,central,0
87265,2019,cf,pre,type2,p4,556500,3.625,0.7508,0,360,not_inst,central,0
87266,2019,cf,nopre,type1,p3,296500,3.5,-0.0899,2227.5,360,not_inst,North,0
87267,2019,cf,nopre,type1,p4,216500,4,0.7416,7285.05,360,not_inst,North,0
87268,2019,cf,pre,type2,p3,186500,,,,360,to_inst,south,1
87269,2019,cf,nopre,type1,p1,376500,3.99,0.5384,4068.47,360,to_inst,south,0
87270,2019,cf,nopre,type2,p1,276500,4.25,1.4548,2153.21,360,not_inst,North,0
87271,2019,cf,nopre,type1,p1,146500,,,,360,to_inst,North,1
87272,2019,cf,nopre,type1,p3,726500,4.125,0.58,4470,360,to_inst,south,0
87273,2019,cf,nopre,type1,p4,276500,3.875,0.2336,3979.12,360,to_inst,south,0
87274,2019,cf,nopre,type1,p4,326500,3.875,0.3302,0,240,not_inst,North,0
87275,2019,cf,nopre,type1,p3,256500,,,,360,to_inst,North,1
87276,2019,cf,nopre,type2,p4,266500,,,,360,not_inst,North-East,1
87277,2019,cf,nopre,type1,p1,546500,5.375,1.3946,7497.77,360,not_inst,North,0
87278,2019,cf,nopre,type1,p4,136500,,,,180,to_inst,North,1
87279,2019,cf,nopre,type1,p4,186500,,,,360,to_inst,North,1
87280,2019,cf,nopre,type1,p4,146500,,,,180,to_inst,south,1
87281,2019,cf,nopre,type2,p4,406500,3,0.2876,0,360,not_inst,North,0
87282,2019,cf,nopre,type2,p4,426500,3.75,1.0404,0,360,not_inst,North,0
87283,2019,cf,nopre,type1,p4,336500,3.99,0.2869,3325,360,to_inst,North,0
87284,2019,cf,pre,type3,p3,326500,3.25,-0.1566,,360,to_inst,south,0
87285,2019,cf,nopre,type1,p3,246500,3.625,0.2131,4679.83,360,to_inst,south,0
87286,2019,cf,nopre,type1,p4,226500,3.875,-0.4225,0,360,not_inst,south,0
87287,2019,cf,pre,type1,p3,386500,4.5,0.784,1105.4,360,not_inst,North,0
87288,2019,cf,nopre,type3,p4,336500,3.5,-0.3078,0,360,not_inst,south,0
87289,2019,cf,nopre,type1,p4,286500,3.875,0.8217,,240,to_inst,North,0
87290,2019,cf,nopre,type1,p4,256500,3,-0.1013,951.75,180,not_inst,North,0
87291,2019,cf,nopre,type1,p1,156500,,,,360,to_inst,North,1
87292,2019,cf,nopre,type1,p4,596500,3.375,-0.2529,5940,360,not_inst,North,0
87293,2019,cf,nopre,type1,p4,236500,3.5,0.5531,5310,240,to_inst,south,0
87294,2019,cf,nopre,type1,p3,226500,4.5,1.0337,5967.5,360,to_inst,central,0
87295,2019,cf,nopre,type2,p4,206500,3.625,0.8744,0,360,to_inst,south,0
87296,2019,cf,nopre,type1,p3,176500,3.5,-0.016,3010,360,not_inst,North,0
87297,2019,cf,nopre,type1,p4,266500,4.75,0.2211,0,360,not_inst,south,0
87298,2019,cf,nopre,type1,p4,476500,,,,360,not_inst,south,1
87299,2019,cf,nopre,type1,p3,166500,3.75,0.7687,2020.09,180,to_inst,south,0
87300,2019,cf,nopre,type1,p3,606500,3.99,0.3205,1778.14,360,not_inst,North,0
87301,2019,cf,nopre,type3,p4,546500,3.125,-0.5661,232.03,360,to_inst,central,0
87302,2019,cf,nopre,type1,p3,196500,4.75,0.4653,3550,360,to_inst,south,0
87303,2019,cf,nopre,type3,p3,226500,3.375,0.5088,6194.38,180,to_inst,south,0
87304,2019,cf,nopre,type1,p1,296500,,,,360,not_inst,central,1
87305,2019,cf,nopre,type1,p3,716500,4.875,0.9244,10140,360,to_inst,North,0
87306,2019,cf,nopre,type3,p3,306500,3.5,0.1462,8833.39,360,to_inst,North,0
87307,2019,cf,nopre,type1,p3,486500,,,,360,to_inst,North,1
87308,2019,cf,nopre,type1,p4,156500,,,,120,to_inst,North,1
87309,2019,cf,nopre,type1,p4,236500,3.99,0.1289,5636.88,360,to_inst,south,0
87310,2019,cf,nopre,type1,p3,106500,,,,360,to_inst,south,1
87311,2019,cf,nopre,type1,p3,166500,4.99,1.4134,3312.5,360,to_inst,North,0
87312,2019,cf,nopre,type1,p3,126500,,,,360,to_inst,south,1
87313,2019,cf,nopre,type1,p4,166500,3.5,0.4301,4537.5,144,to_inst,North,0
87314,2019,ncf,nopre,type1,p3,156500,3.99,0.1392,5856.25,360,to_inst,south,0
87315,2019,cf,nopre,type3,p4,126500,3.99,-0.0813,1769.97,300,to_inst,North,0
87316,2019,cf,nopre,type2,p1,286500,3.5,0.8535,0,360,not_inst,North,0
87317,2019,cf,nopre,type3,p3,206500,3.5,0.125,5616.7,360,to_inst,south,0
87318,2019,cf,nopre,type1,p3,346500,4.625,0.4237,3712,360,to_inst,North,0
87319,2019,cf,nopre,type1,p3,106500,3.99,1.4378,3110.6,180,to_inst,North,0
87320,2019,cf,nopre,type1,p4,276500,,,,324,to_inst,North,1
87321,2019,cf,nopre,type1,p3,76500,,,,360,to_inst,North,1
87322,2019,cf,nopre,type3,p1,446500,4.625,0.147,4418.25,360,not_inst,North,0
87323,2019,cf,nopre,type1,p1,306500,3.99,0.3633,2444.94,360,not_inst,south,0
87324,2019,cf,nopre,type1,p3,186500,4.25,0.6478,2470.21,360,to_inst,south,0
87325,2019,cf,nopre,type1,p4,416500,3.99,0.5628,3300.55,360,to_inst,North,0
87326,2019,cf,nopre,type1,p1,186500,3.875,0.4461,7251,360,to_inst,south,0
87327,2019,cf,nopre,type1,p4,336500,4.125,0.0229,0,360,not_inst,North,0
87328,2019,cf,nopre,type2,p3,196500,3.75,0.7864,3366.25,360,to_inst,North,0
87329,2019,cf,nopre,type1,p4,236500,3.75,0.5811,1250,240,to_inst,south,0
87330,2019,cf,nopre,type1,p1,136500,,,,360,to_inst,North,1
87331,2019,ncf,nopre,type1,p4,776500,,,,360,to_inst,North,1
87332,2019,cf,nopre,type1,p3,426500,4.99,0.4032,0,360,to_inst,North,0
87333,2019,cf,nopre,type1,p3,176500,4.25,0.8753,1460,240,to_inst,south,0
87334,2019,cf,nopre,type3,p1,406500,,,,300,not_inst,North,1
87335,2019,cf,nopre,type1,p3,696500,3.625,0.0537,5491.65,360,not_inst,south,0
87336,2019,cf,pre,type1,p4,286500,,,,360,not_inst,North,1
87337,2019,cf,nopre,type1,p4,396500,,,,360,to_inst,North,1
87338,2019,cf,nopre,type3,p1,136500,,,,300,to_inst,south,1
87339,2019,cf,nopre,type1,p3,426500,,,,360,to_inst,North,1
87340,2019,cf,pre,type1,p3,206500,4.25,0.1395,5650,360,to_inst,south,0
87341,2019,cf,nopre,type1,p3,406500,4.75,1.37,10272.5,360,to_inst,North,0
87342,2019,,nopre,type1,p3,376500,4.99,0.8983,0,360,to_inst,south,0
87343,2019,cf,nopre,type1,p4,506500,3.375,-0.3263,6000,360,not_inst,North,0
87344,2019,cf,nopre,type1,p2,406500,3.875,0.1562,5250,360,to_inst,south,0
87345,2019,cf,nopre,type1,p3,306500,4.05,-0.0103,795,360,to_inst,south,0
87346,2019,cf,pre,type1,p1,386500,4.625,0.2787,150,360,to_inst,North,0
87347,2019,cf,nopre,type2,p3,286500,3.99,1.3231,7407.44,360,to_inst,North,0
87348,2019,cf,nopre,type1,p3,436500,4.99,0.4729,150,360,to_inst,central,0
87349,2019,cf,nopre,type1,p4,106500,,,,180,to_inst,south,1
87350,2019,cf,nopre,type2,p3,356500,,,,360,to_inst,North,1
87351,2019,cf,nopre,type2,p4,406500,3.49,0.7084,0,360,not_inst,North,0
87352,2019,cf,nopre,type1,p4,316500,3.875,-0.0186,0,360,not_inst,North,0
87353,2019,cf,nopre,type1,p3,256500,4.875,1.2549,890,360,to_inst,south,0
87354,2019,cf,pre,type1,p3,356500,,,,240,to_inst,North,1
87355,2019,cf,pre,type1,p4,86500,4.5,0.4668,2786.28,360,to_inst,North,0
87356,2019,cf,nopre,type1,p4,296500,3.5,0.0329,1055.6,360,not_inst,North,0
87357,2019,cf,nopre,type1,p3,256500,4.56,0.5559,3804.6,360,not_inst,south,0
87358,2019,cf,nopre,type1,p4,366500,,,,360,to_inst,North,1
87359,2019,cf,nopre,type1,p4,396500,4.5,0.169,0,360,not_inst,south,0
87360,2019,cf,,type1,p4,376500,3.5,0.0311,9316.5,360,to_inst,North,0
87361,2019,cf,nopre,type1,p1,726500,3.75,-0.3861,0,360,not_inst,North,0
87362,2019,cf,nopre,type1,p4,586500,3.99,0.3724,326.04,360,not_inst,North,0
87363,2019,cf,nopre,type1,p1,236500,3.625,0.295,9092.69,360,to_inst,North,0
87364,2019,cf,nopre,type1,p4,116500,3.75,0.4138,3196.75,360,to_inst,North,0
87365,2019,cf,pre,type2,p3,186500,3.875,0.9907,3680.12,360,to_inst,south,0
87366,2019,cf,pre,type1,p1,166500,3.875,0.3536,4355,360,not_inst,North,0
87367,2019,cf,nopre,type1,p3,416500,3.625,-0.0406,2283.36,360,not_inst,North,0
87368,2019,cf,nopre,type2,p4,576500,4.5,1.2091,0,360,to_inst,North,0
87369,2019,cf,pre,type2,p3,276500,3.25,0.6499,0,180,to_inst,south,0
87370,2019,cf,nopre,type1,p4,246500,3.625,0.0519,5528.06,360,to_inst,North,0
87371,2019,ncf,pre,type1,p1,526500,3.5,-0.2239,4749,360,to_inst,south,0
87372,2019,cf,nopre,type3,p4,426500,3,-0.6379,0,360,not_inst,North,0
87373,2019,cf,pre,type1,p2,406500,4.18,-0.2439,0,360,not_inst,south,0
87374,2019,cf,nopre,type2,p4,466500,,,,360,to_inst,North,1
87375,2019,cf,nopre,type3,p1,296500,,,,360,to_inst,North,1
87376,2019,cf,nopre,type2,p3,266500,3.875,0.8636,536.4,360,to_inst,North,0
87377,2019,cf,nopre,type1,p3,336500,4.375,-0.0551,1430.42,360,not_inst,North,0
87378,2019,cf,pre,type1,p3,116500,4.25,1.4078,1825,240,to_inst,North,0
87379,2019,cf,nopre,type1,p4,216500,,,,288,to_inst,North,1
87380,2019,cf,pre,type1,p3,276500,3.5,0.2119,6306.25,180,to_inst,North,0
87381,2019,cf,nopre,type1,p3,96500,4.375,1.33,2886.6,180,to_inst,south,0
87382,2019,cf,nopre,type1,p1,466500,4.25,-0.0042,3124.97,360,not_inst,North,0
87383,2019,cf,nopre,type1,p4,66500,,,,240,to_inst,North,1
87384,2019,cf,nopre,type3,p3,106500,,,,240,to_inst,North,1
87385,2019,cf,nopre,type1,p3,636500,4.875,1.268,826.87,360,not_inst,south,0
87386,2019,cf,nopre,type1,p3,156500,,,,180,to_inst,south,1
87387,2019,cf,nopre,type1,p1,436500,5.75,1.352,0,360,not_inst,North,0
87388,2019,cf,nopre,type1,p1,326500,,,,360,to_inst,south,1
87389,2019,cf,nopre,type1,p4,396500,3.625,0.5671,12085,288,to_inst,North,0
87390,2019,cf,nopre,type1,p3,306500,5.75,1.2143,0,360,to_inst,central,0
87391,2019,cf,nopre,type1,p4,386500,3.875,0.5175,0,360,not_inst,central,0
87392,2019,cf,nopre,type1,p1,166500,,,,360,not_inst,south,1
87393,2019,cf,nopre,type3,p3,126500,,,,360,to_inst,south,1
87394,2019,cf,pre,type3,p1,366500,3.375,-0.343,2356.82,360,to_inst,south,0
87395,2019,cf,nopre,type1,p4,356500,,,,360,not_inst,south,1
87396,2019,cf,nopre,type1,p3,186500,3.75,0.0954,3468.75,180,to_inst,North,0
87397,2019,cf,nopre,type1,p4,56500,,,,360,to_inst,North,1
87398,2019,cf,pre,type1,p4,256500,4.5,0.9021,0,324,to_inst,North,0
87399,2019,cf,pre,type1,p3,616500,4.375,0.6206,50.12,360,not_inst,North,0
87400,2019,cf,nopre,type3,p1,476500,2.75,-0.8559,4130,360,not_inst,North,0
87401,2019,cf,nopre,type2,p1,426500,3.5,0.7983,1558.8,360,not_inst,central,0
87402,2019,cf,nopre,type2,p3,186500,,,,360,to_inst,south,1
87403,2019,cf,nopre,type1,p3,166500,,,,96,to_inst,North,1
87404,2019,cf,pre,type2,p1,196500,3.125,0.3402,2992.26,360,to_inst,North,0
87405,2019,cf,nopre,type1,p1,366500,4.375,-0.0858,0,360,not_inst,North,0
87406,2019,cf,pre,type1,p3,246500,4.5,1.1838,7450,360,to_inst,south,0
87407,2019,cf,nopre,type1,p4,236500,3.99,0.4028,2141,312,to_inst,North,0
87408,2019,cf,nopre,type1,p1,516500,3.625,0.0383,9541,360,not_inst,North,0
87409,2019,cf,nopre,type1,p3,206500,4.75,1.1626,2298,360,to_inst,central,0
87410,2019,cf,nopre,type1,p4,86500,4.75,1.0506,2896.88,360,to_inst,south,0
87411,2019,cf,nopre,type2,p2,106500,3.875,1.0425,2435.45,360,to_inst,central,0
87412,2019,ncf,nopre,type1,p4,496500,3.25,-0.3861,178.64,360,to_inst,south,0
87413,2019,ncf,nopre,type1,p4,706500,3.625,-0.031,5175.2,360,not_inst,North,0
87414,2019,cf,pre,type1,p1,396500,3.875,0.2485,595,360,to_inst,south,0
87415,2019,cf,nopre,type1,p3,486500,3.875,0.7917,2460.88,180,to_inst,south,0
87416,2019,cf,nopre,type1,p1,146500,4.5,0.2017,1365.33,360,to_inst,North,0
87417,2019,cf,nopre,type1,p3,376500,3.5,0.2984,1724.88,180,to_inst,south,0
87418,2019,cf,nopre,type1,p1,66500,,,,360,to_inst,south,1
87419,2019,cf,nopre,type2,p1,176500,3.875,1.223,3062.54,360,to_inst,central,0
87420,2019,cf,nopre,type1,p3,106500,4.125,0.5998,3000,360,to_inst,North,0
87421,2019,cf,nopre,type1,p1,456500,,,,360,to_inst,North,1
87422,2019,cf,nopre,type3,p4,526500,3,-0.74,2916.89,360,not_inst,south,0
87423,2019,cf,nopre,type1,p4,256500,3.625,0.2368,7258.75,300,to_inst,south,0
87424,2019,cf,nopre,type2,p3,306500,,,,360,to_inst,North,1
87425,2019,cf,pre,type1,p1,256500,4.99,1.4162,2826.25,360,to_inst,North,0
87426,2019,cf,nopre,type1,p4,276500,3.99,-0.0505,982.59,360,not_inst,North,0
87427,2019,cf,nopre,type1,p4,316500,3.875,0.2913,,360,not_inst,south,0
87428,2019,cf,pre,type1,p4,86500,4.875,0.8744,2650,360,to_inst,North,0
87429,2019,cf,pre,type3,p3,276500,,,,360,to_inst,North,1
87430,2019,cf,nopre,type2,p4,516500,3.625,0.9143,0,360,not_inst,south,0
87431,2019,cf,nopre,type1,p1,266500,,,,360,to_inst,south,1
87432,2019,ncf,nopre,type2,p4,276500,,,,360,to_inst,North,1
87433,2019,cf,nopre,type2,p4,156500,,,,360,to_inst,south,1
87434,2019,cf,nopre,type3,p4,166500,3.375,-0.1844,1804.69,360,to_inst,North,0
87435,2019,cf,pre,type1,p1,366500,4.99,0.1308,0,360,to_inst,south,0
87436,2019,cf,nopre,type3,p4,236500,3.125,-0.456,2862.58,360,to_inst,south,0
87437,2019,cf,nopre,type2,p4,466500,3.49,0.3067,0,360,not_inst,south,0
87438,2019,cf,nopre,type1,p3,156500,4.5,0.8486,3126.58,240,to_inst,south,0
87439,2019,cf,nopre,type1,p4,426500,3.625,-0.1633,0,360,not_inst,North,0
87440,2019,cf,nopre,type1,p3,326500,4.75,0.393,2365,360,to_inst,North,0
87441,2019,cf,nopre,type1,p4,236500,,,,360,to_inst,North,1
87442,2019,cf,nopre,type1,p3,246500,3.75,0.1742,5590,360,to_inst,North,0
87443,2019,cf,nopre,type1,p3,206500,4.99,0.3464,0,360,to_inst,south,0
87444,2019,ncf,nopre,type3,p1,1096500,3.75,0.1237,0,360,not_inst,North,0
87445,2019,cf,nopre,type1,p4,436500,3.875,0.4435,7667.45,360,not_inst,North,0
87446,2019,cf,nopre,type1,p3,356500,4.125,0.6529,9874,360,to_inst,North,0
87447,2019,ncf,nopre,type2,p3,276500,4.625,0.5782,0,360,to_inst,south,0
87448,2019,cf,nopre,type1,p4,636500,3.75,0.0759,456,360,not_inst,North,0
87449,2019,cf,nopre,type1,p4,306500,5.125,1.3138,,360,not_inst,south,0
87450,2019,cf,nopre,type1,p4,216500,3.625,0.1246,6035.75,324,to_inst,south,0
87451,2019,cf,nopre,type1,p1,256500,,,,360,to_inst,North,1
87452,2019,cf,nopre,type1,p1,326500,4.375,0.0361,1254.78,360,not_inst,south,0
87453,2019,cf,nopre,type2,p1,326500,2.99,0.1741,7562.67,360,not_inst,North,0
87454,2019,cf,nopre,type1,p4,216500,3.99,0.3971,4285.7,360,to_inst,North,0
87455,2019,cf,nopre,type1,p4,326500,3.625,-0.0813,3200,360,not_inst,North,0
87456,2019,cf,nopre,type1,p3,156500,4.375,0.3835,3400,360,to_inst,south,0
87457,2019,cf,nopre,type1,p3,216500,,,,312,to_inst,North,1
87458,2019,cf,nopre,type1,p4,306500,,,,360,to_inst,North,1
87459,2019,cf,nopre,type1,p3,226500,4.25,0.7375,5551.56,360,not_inst,south,0
87460,2019,cf,nopre,type1,p3,266500,3.99,0.3673,5289.95,360,to_inst,south,0
87461,2019,cf,nopre,type1,p4,206500,,,,360,to_inst,North,1
87462,2019,cf,nopre,type1,p3,446500,4.625,0.2148,2830,360,to_inst,central,0
87463,2019,cf,nopre,type1,p1,246500,4.99,0.4909,3091.88,360,to_inst,south,0
87464,2019,cf,nopre,type1,p3,476500,3.5,0.0705,5736.15,360,not_inst,North,0
87465,2019,cf,nopre,type1,p4,306500,4,-0.3297,0,360,not_inst,North,0
87466,2019,cf,nopre,type1,p3,456500,4.125,0.5878,7714,360,not_inst,central,0
87467,2019,cf,nopre,type1,p1,576500,,,,360,not_inst,North,1
87468,2019,cf,pre,type1,p2,276500,,,,360,not_inst,North,1
87469,2019,cf,pre,type1,p1,316500,3.99,0.0643,4432.13,360,to_inst,south,0
87470,2019,cf,nopre,type1,p3,126500,4.25,0.8392,3857.5,360,to_inst,North,0
87471,2019,cf,nopre,type1,p3,116500,,,,360,to_inst,North,1
87472,2019,cf,nopre,type1,p1,196500,3.625,0.2743,3716,360,not_inst,North,0
87473,2019,cf,nopre,type2,p3,96500,,,,300,to_inst,south,1
87474,2019,cf,nopre,type1,p3,126500,,,,360,to_inst,North,1
87475,2019,cf,nopre,type2,p3,126500,3.99,0.8913,2132.67,300,to_inst,central,0
87476,2019,ncf,nopre,type1,p3,486500,4.125,-0.0344,0,360,not_inst,North,0
87477,2019,ncf,nopre,type1,p3,866500,,,,180,to_inst,North,1
87478,2019,cf,pre,type1,p4,236500,3.99,0.7141,6137.5,360,to_inst,North,0
87479,2019,cf,pre,type2,p1,286500,,,,360,to_inst,North,1
87480,2019,cf,nopre,type1,p3,426500,4.375,0.2304,1125.8,360,not_inst,North,0
87481,2019,cf,nopre,type1,p3,156500,4.875,0.6584,3212.5,360,to_inst,North,0
87482,2019,cf,pre,type3,p3,116500,3.75,0.5215,3269.46,360,to_inst,North,0
87483,2019,cf,nopre,type1,p3,206500,3.99,0.4638,3302,360,to_inst,south,0
87484,2019,cf,pre,type1,p3,106500,3.99,1.0755,2489.38,240,to_inst,south,0
87485,2019,cf,pre,type2,p1,196500,3.625,1.0797,2485.39,360,to_inst,North,0
87486,2019,ncf,pre,type2,p3,326500,4.25,0.765,0,360,to_inst,south,0
87487,2019,cf,pre,type2,p4,556500,,,,360,to_inst,North,1
87488,2019,cf,nopre,type3,p1,296500,4.625,0.4108,,360,not_inst,central,0
87489,2019,cf,pre,type1,p4,506500,4,0.3801,10030,360,not_inst,North,0
87490,2019,ncf,pre,type3,p1,1146500,3.875,0.4029,0,360,to_inst,south,0
87491,2019,cf,nopre,type1,p1,76500,,,,180,to_inst,south,1
87492,2019,cf,pre,type1,p3,486500,4,0.2493,534.02,360,not_inst,south,0
87493,2019,cf,pre,type1,p4,556500,3.99,0.2096,0,360,not_inst,North,0
87494,2019,cf,nopre,type2,p4,256500,3.625,0.2046,0,360,to_inst,North,0
87495,2019,cf,nopre,type1,p4,386500,,,,360,to_inst,south,1
87496,2019,cf,pre,type1,p1,486500,4.75,0.437,1417.5,360,to_inst,south,0
87497,2019,cf,nopre,type1,p4,236500,3.75,0.4422,4953.38,180,to_inst,south,0
87498,2019,cf,nopre,type3,p4,426500,2.75,-0.7001,1581.4,360,to_inst,North,0
87499,2019,cf,nopre,type3,p3,246500,4.125,0.7188,2397.25,360,to_inst,south,0
87500,2019,cf,nopre,type1,p3,656500,3.99,0.3438,11103.5,360,to_inst,south,0
87501,2019,cf,nopre,type2,p3,96500,4.375,1.4821,2443.25,180,to_inst,south,0
87502,2019,cf,nopre,type1,p1,286500,4.125,0.5925,6171.05,360,to_inst,North,0
87503,2019,cf,nopre,type1,p3,386500,3.99,0.3405,8553.13,360,to_inst,North,0
87504,2019,cf,nopre,type1,p4,386500,3.99,0.876,0,180,to_inst,south,0
87505,2019,cf,nopre,type1,p4,486500,3.625,-0.1116,0,360,not_inst,North-East,0
87506,2019,ncf,nopre,type1,p1,366500,4.5,0.1483,3430.48,324,to_inst,North,0
87507,2019,cf,nopre,type1,p3,216500,4.875,1.355,7308,360,to_inst,south,0
87508,2019,cf,nopre,type2,p4,206500,,,,360,to_inst,south,1
87509,2019,cf,nopre,type1,p4,286500,2.99,0.1614,5098.67,180,to_inst,North,0
87510,2019,cf,nopre,type1,p4,476500,3.625,0.0419,0,360,not_inst,south,0
87511,2019,cf,nopre,type2,p3,176500,3.75,0.8036,3823.56,360,to_inst,central,0
87512,2019,cf,nopre,type1,p4,276500,3.99,0.3134,2985,360,to_inst,south,0
87513,2019,cf,nopre,type1,p4,366500,3.69,-0.038,0,360,not_inst,south,0
87514,2019,cf,nopre,type1,p4,266500,2.875,-0.4181,295,360,to_inst,North,0
87515,2019,ncf,pre,type2,p3,66500,,,,360,to_inst,central,1
87516,2019,ncf,nopre,type1,p3,826500,,,,360,not_inst,North,1
87517,2019,cf,nopre,type1,p4,646500,4.25,0.0065,6000,360,not_inst,North,0
87518,2019,cf,nopre,type1,p4,76500,,,,324,to_inst,North,1
87519,2019,cf,pre,type3,p3,386500,,,,360,to_inst,south,1
87520,2019,cf,nopre,type1,p3,206500,4.125,0.672,4390,360,not_inst,North,0
87521,2019,cf,nopre,type3,p4,356500,2.75,-0.8486,4326.7,360,to_inst,south,0
87522,2019,cf,,type1,p3,166500,4.875,0.7288,1472.84,360,not_inst,North,0
87523,2019,cf,nopre,type1,p1,486500,,,,360,to_inst,south,1
87524,2019,cf,nopre,type1,p3,336500,3.5,0.0676,9500,360,to_inst,North,0
87525,2019,ncf,nopre,type1,p3,466500,3.99,0.4028,295,240,to_inst,North,0
87526,2019,ncf,pre,type1,p3,86500,,,,180,to_inst,south,1
87527,2019,cf,nopre,type1,p4,256500,3.375,0.1795,0,180,not_inst,North,0
87528,2019,cf,nopre,type1,p3,356500,4.125,0.5024,4356.25,360,to_inst,south,0
87529,2019,cf,nopre,type1,p4,536500,3.625,-0.0823,0,360,not_inst,North,0
87530,2019,cf,nopre,type1,p3,196500,4.25,0.9605,6032.4,360,to_inst,south,0
87531,2019,cf,nopre,type1,p3,416500,3.625,-0.1092,527.2,360,not_inst,North,0
87532,2019,ncf,pre,type1,p4,1096500,3.5,0.232,0,180,to_inst,North,0
87533,2019,cf,nopre,type1,p1,156500,,,,360,to_inst,North,1
